ad_format,ad_category,ad_creative,device_type,os_version,country,language,publisher_app,day_of_week,time_of_day,clicked
banner,shopping,creative_16,tablet,iOS_16,DE,en,app_26,Sun,night,1
banner,gaming,creative_15,smartphone,Android_13,DE,zh,app_13,Wed,afternoon,0
video,shopping,creative_2,tablet,Android_11,CN,en,app_48,Tue,morning,0
video,food,creative_15,tablet,Android_11,FR,hi,app_28,Thu,night,1
interstitial,travel,creative_16,tablet,Android_11,IN,hi,app_21,Wed,morning,0
video,shopping,creative_2,smartphone,Android_13,US,hi,app_2,Wed,evening,1
banner,travel,creative_11,smartphone,Android_13,CN,fr,app_16,Thu,night,0
interstitial,entertainment,creative_18,tablet,Android_13,IN,de,app_2,Fri,afternoon,0
banner,entertainment,creative_5,tablet,iOS_16,CN,hi,app_25,Thu,night,0
video,finance,creative_8,smartphone,Android_11,DE,zh,app_21,Fri,night,1
video,travel,creative_8,smartphone,iOS_15,FR,hi,app_50,Tue,afternoon,0
banner,entertainment,creative_15,tablet,Android_12,FR,es,app_1,Thu,afternoon,0
interstitial,finance,creative_13,smartphone,iOS_16,DE,es,app_1,Sun,night,0
interstitial,travel,creative_18,smartphone,Android_12,CN,ja,app_43,Sat,night,0
video,entertainment,creative_17,smartphone,Android_13,US,fr,app_50,Sun,afternoon,0
video,gaming,creative_20,tablet,iOS_14,UK,zh,app_5,Tue,morning,1
interstitial,entertainment,creative_18,tablet,Android_11,CN,ja,app_15,Sun,night,1
video,entertainment,creative_17,tablet,Android_12,FR,ja,app_39,Sat,evening,0
interstitial,food,creative_9,smartphone,iOS_14,FR,en,app_39,Tue,evening,1
video,food,creative_10,smartphone,iOS_16,BR,en,app_9,Tue,morning,1
banner,gaming,creative_3,tablet,iOS_16,JP,fr,app_44,Mon,afternoon,0
interstitial,shopping,creative_15,smartphone,iOS_16,US,es,app_10,Wed,evening,1
banner,food,creative_11,smartphone,iOS_15,JP,ja,app_25,Thu,night,0
video,finance,creative_14,tablet,Android_13,CN,pt,app_28,Fri,afternoon,0
banner,entertainment,creative_1,tablet,iOS_16,IN,ja,app_20,Wed,night,1
video,shopping,creative_11,tablet,Android_11,BR,ja,app_14,Tue,afternoon,0
interstitial,gaming,creative_1,smartphone,Android_13,CN,zh,app_1,Tue,evening,1
video,gaming,creative_7,smartphone,iOS_16,FR,zh,app_23,Wed,afternoon,1
video,shopping,creative_10,tablet,Android_12,JP,zh,app_40,Sun,morning,1
video,travel,creative_8,tablet,Android_12,CN,hi,app_35,Sun,morning,0
interstitial,shopping,creative_11,smartphone,iOS_16,UK,de,app_26,Thu,morning,0
banner,entertainment,creative_14,tablet,Android_12,IN,fr,app_5,Tue,afternoon,0
interstitial,finance,creative_5,tablet,iOS_15,UK,zh,app_28,Thu,morning,0
video,food,creative_13,smartphone,iOS_15,IN,hi,app_45,Sat,night,0
video,travel,creative_7,smartphone,iOS_16,UK,es,app_28,Mon,night,1
video,gaming,creative_14,tablet,iOS_14,FR,hi,app_35,Sat,night,1
banner,finance,creative_1,tablet,Android_11,DE,fr,app_29,Sat,night,1
banner,gaming,creative_2,tablet,iOS_15,DE,hi,app_15,Wed,evening,1
video,entertainment,creative_14,smartphone,Android_12,FR,es,app_42,Mon,afternoon,0
banner,travel,creative_1,tablet,iOS_14,JP,ja,app_28,Sun,evening,0
video,food,creative_11,smartphone,Android_13,JP,ja,app_47,Sun,night,1
video,travel,creative_15,tablet,Android_12,FR,es,app_3,Wed,night,1
video,gaming,creative_19,smartphone,Android_12,UK,ja,app_33,Fri,evening,1
interstitial,food,creative_16,smartphone,iOS_14,DE,zh,app_37,Fri,morning,0
interstitial,shopping,creative_18,smartphone,Android_13,FR,en,app_19,Sun,morning,0
interstitial,entertainment,creative_8,tablet,Android_13,BR,de,app_11,Wed,morning,0
video,entertainment,creative_12,smartphone,iOS_15,DE,en,app_7,Fri,evening,1
banner,food,creative_3,smartphone,Android_11,IN,en,app_19,Thu,afternoon,0
banner,gaming,creative_5,smartphone,Android_13,DE,zh,app_47,Thu,evening,1
banner,travel,creative_19,tablet,Android_12,FR,pt,app_44,Fri,morning,0
interstitial,entertainment,creative_5,smartphone,Android_13,DE,en,app_9,Tue,night,0
interstitial,finance,creative_12,tablet,iOS_14,US,ja,app_50,Mon,evening,1
video,food,creative_15,smartphone,iOS_14,US,ja,app_2,Tue,afternoon,1
video,entertainment,creative_15,tablet,Android_12,FR,de,app_8,Tue,afternoon,0
interstitial,shopping,creative_2,tablet,Android_12,CN,de,app_10,Tue,evening,0
banner,gaming,creative_3,tablet,iOS_15,US,pt,app_25,Sun,night,0
banner,entertainment,creative_17,smartphone,Android_12,DE,zh,app_32,Sat,afternoon,0
banner,gaming,creative_2,smartphone,Android_13,FR,zh,app_45,Mon,night,0
video,shopping,creative_18,tablet,iOS_15,UK,hi,app_3,Thu,morning,0
video,finance,creative_20,tablet,Android_11,DE,ja,app_15,Sun,night,1
interstitial,shopping,creative_17,smartphone,iOS_16,DE,fr,app_17,Fri,afternoon,0
interstitial,entertainment,creative_1,smartphone,Android_11,US,zh,app_18,Fri,morning,1
banner,shopping,creative_8,tablet,iOS_16,UK,es,app_6,Sun,afternoon,0
interstitial,food,creative_12,smartphone,Android_12,JP,fr,app_10,Tue,night,0
video,entertainment,creative_20,smartphone,Android_11,JP,fr,app_48,Fri,evening,1
interstitial,finance,creative_12,smartphone,iOS_16,JP,fr,app_16,Tue,morning,0
video,travel,creative_13,smartphone,Android_11,FR,pt,app_49,Wed,evening,1
video,entertainment,creative_14,smartphone,Android_13,US,zh,app_16,Sun,afternoon,1
video,food,creative_1,smartphone,Android_13,US,de,app_33,Wed,night,1
banner,food,creative_19,tablet,Android_11,CN,es,app_23,Tue,evening,0
banner,shopping,creative_19,tablet,Android_13,IN,zh,app_48,Sun,morning,0
interstitial,travel,creative_20,tablet,iOS_15,UK,ja,app_34,Mon,night,0
video,travel,creative_13,smartphone,Android_13,IN,ja,app_35,Fri,afternoon,1
banner,gaming,creative_16,tablet,Android_11,US,pt,app_10,Tue,morning,0
interstitial,food,creative_9,smartphone,Android_12,BR,hi,app_43,Tue,morning,0
interstitial,food,creative_2,tablet,Android_11,BR,pt,app_6,Sun,night,0
interstitial,entertainment,creative_7,tablet,Android_13,DE,es,app_24,Mon,morning,0
banner,finance,creative_17,smartphone,iOS_14,FR,de,app_23,Mon,morning,0
interstitial,finance,creative_16,smartphone,iOS_15,CN,pt,app_36,Tue,afternoon,0
interstitial,food,creative_19,smartphone,iOS_14,UK,es,app_3,Fri,evening,0
banner,shopping,creative_4,smartphone,iOS_15,US,de,app_41,Tue,night,0
interstitial,shopping,creative_13,smartphone,Android_11,FR,fr,app_24,Tue,night,0
video,finance,creative_9,smartphone,iOS_16,IN,zh,app_6,Thu,night,1
interstitial,food,creative_16,tablet,iOS_16,BR,zh,app_38,Fri,evening,0
video,gaming,creative_14,smartphone,Android_13,FR,de,app_36,Tue,afternoon,1
video,finance,creative_20,tablet,iOS_16,US,zh,app_34,Tue,morning,0
interstitial,travel,creative_19,tablet,Android_12,CN,fr,app_5,Sat,morning,0
interstitial,travel,creative_12,smartphone,Android_12,CN,en,app_35,Sat,night,1
video,entertainment,creative_2,smartphone,Android_12,US,hi,app_13,Fri,evening,1
interstitial,food,creative_5,smartphone,iOS_16,FR,de,app_38,Thu,evening,0
interstitial,entertainment,creative_7,tablet,iOS_14,UK,zh,app_4,Thu,afternoon,0
interstitial,food,creative_7,smartphone,iOS_14,CN,es,app_10,Sun,evening,1
video,travel,creative_15,smartphone,Android_11,UK,hi,app_10,Fri,evening,0
video,entertainment,creative_18,tablet,Android_11,UK,pt,app_7,Sun,morning,1
banner,gaming,creative_4,smartphone,iOS_15,US,de,app_25,Sat,afternoon,1
banner,food,creative_6,smartphone,iOS_14,FR,zh,app_3,Wed,evening,0
interstitial,food,creative_14,tablet,iOS_15,BR,ja,app_18,Tue,night,1
video,food,creative_14,tablet,Android_12,IN,de,app_34,Fri,afternoon,0
interstitial,shopping,creative_4,smartphone,iOS_15,DE,pt,app_48,Wed,afternoon,0
interstitial,entertainment,creative_3,tablet,Android_11,CN,es,app_24,Fri,morning,0
interstitial,travel,creative_3,smartphone,Android_12,US,de,app_33,Tue,morning,0
interstitial,shopping,creative_10,smartphone,iOS_16,BR,de,app_40,Fri,morning,0
banner,entertainment,creative_11,tablet,iOS_16,DE,ja,app_31,Fri,night,1
video,food,creative_17,smartphone,Android_13,CN,zh,app_1,Mon,night,0
banner,shopping,creative_2,tablet,iOS_15,DE,zh,app_16,Thu,evening,0
banner,finance,creative_12,tablet,Android_11,US,de,app_23,Fri,afternoon,0
video,shopping,creative_8,tablet,iOS_14,IN,zh,app_21,Mon,evening,0
interstitial,entertainment,creative_8,smartphone,iOS_16,US,en,app_26,Wed,afternoon,1
interstitial,entertainment,creative_9,tablet,iOS_14,CN,hi,app_19,Wed,morning,0
interstitial,shopping,creative_11,tablet,Android_13,US,ja,app_43,Sun,evening,0
video,finance,creative_19,smartphone,iOS_14,DE,ja,app_47,Wed,afternoon,1
interstitial,entertainment,creative_4,smartphone,Android_11,IN,fr,app_11,Fri,evening,1
interstitial,shopping,creative_11,smartphone,Android_12,CN,es,app_12,Fri,evening,0
interstitial,travel,creative_7,tablet,Android_13,JP,en,app_18,Sat,morning,0
video,travel,creative_2,smartphone,iOS_16,DE,pt,app_12,Fri,evening,1
banner,entertainment,creative_3,smartphone,Android_12,BR,zh,app_5,Thu,evening,1
interstitial,shopping,creative_9,smartphone,Android_13,JP,hi,app_20,Thu,night,0
video,food,creative_12,tablet,iOS_15,JP,hi,app_39,Sun,evening,0
interstitial,travel,creative_10,tablet,iOS_15,BR,es,app_18,Thu,evening,0
banner,travel,creative_17,tablet,Android_11,JP,pt,app_18,Tue,morning,0
interstitial,gaming,creative_3,tablet,Android_11,UK,en,app_12,Wed,evening,1
interstitial,gaming,creative_15,smartphone,iOS_14,US,fr,app_13,Thu,night,1
interstitial,finance,creative_9,tablet,Android_11,FR,ja,app_8,Tue,night,0
video,finance,creative_2,smartphone,iOS_16,DE,ja,app_20,Tue,evening,1
interstitial,food,creative_14,tablet,Android_12,BR,zh,app_40,Tue,evening,0
banner,gaming,creative_17,smartphone,Android_11,UK,fr,app_49,Thu,night,1
video,entertainment,creative_14,smartphone,Android_11,UK,es,app_25,Sat,night,0
video,food,creative_1,smartphone,iOS_15,FR,en,app_29,Fri,morning,0
interstitial,shopping,creative_14,smartphone,iOS_16,CN,fr,app_25,Sat,morning,0
banner,food,creative_2,tablet,iOS_16,BR,de,app_5,Wed,evening,0
banner,finance,creative_3,tablet,iOS_15,JP,en,app_8,Thu,evening,1
video,shopping,creative_6,smartphone,iOS_15,CN,hi,app_18,Thu,evening,1
video,shopping,creative_7,smartphone,Android_11,CN,ja,app_9,Sun,night,0
banner,entertainment,creative_13,tablet,iOS_15,DE,en,app_11,Wed,night,1
video,finance,creative_13,tablet,iOS_15,US,hi,app_5,Sat,afternoon,1
banner,gaming,creative_15,smartphone,iOS_14,UK,pt,app_18,Wed,afternoon,1
banner,finance,creative_2,smartphone,Android_12,CN,pt,app_5,Sat,night,1
banner,travel,creative_13,tablet,iOS_15,BR,fr,app_29,Sun,night,0
video,shopping,creative_3,smartphone,iOS_14,BR,en,app_6,Mon,night,0
interstitial,shopping,creative_9,tablet,Android_13,US,fr,app_18,Fri,evening,1
video,entertainment,creative_9,tablet,iOS_15,DE,pt,app_22,Sat,night,0
video,shopping,creative_1,smartphone,Android_12,BR,es,app_6,Wed,morning,0
banner,food,creative_4,smartphone,iOS_16,CN,zh,app_25,Thu,morning,0
banner,shopping,creative_19,smartphone,iOS_14,BR,hi,app_16,Fri,afternoon,0
banner,shopping,creative_3,tablet,iOS_15,JP,en,app_35,Sun,afternoon,0
banner,food,creative_1,smartphone,iOS_15,IN,es,app_33,Wed,afternoon,0
video,finance,creative_8,tablet,iOS_16,BR,de,app_17,Tue,evening,0
video,entertainment,creative_12,smartphone,Android_13,FR,es,app_3,Thu,morning,0
video,travel,creative_11,tablet,iOS_15,FR,ja,app_7,Wed,morning,0
interstitial,entertainment,creative_11,tablet,Android_13,JP,es,app_17,Fri,afternoon,0
banner,shopping,creative_4,smartphone,Android_11,UK,es,app_32,Sat,afternoon,0
banner,travel,creative_1,smartphone,iOS_16,DE,es,app_38,Tue,night,0
interstitial,travel,creative_11,tablet,Android_11,DE,de,app_41,Wed,afternoon,0
video,gaming,creative_19,smartphone,Android_12,CN,es,app_13,Sun,evening,1
banner,shopping,creative_12,smartphone,iOS_16,BR,es,app_5,Sat,morning,0
banner,finance,creative_1,tablet,Android_12,DE,en,app_11,Mon,morning,0
banner,finance,creative_11,smartphone,iOS_15,CN,en,app_12,Sat,morning,0
interstitial,travel,creative_5,smartphone,iOS_14,UK,fr,app_48,Fri,evening,0
banner,shopping,creative_9,tablet,iOS_16,FR,en,app_2,Mon,morning,0
banner,shopping,creative_18,tablet,Android_13,US,fr,app_23,Wed,evening,0
interstitial,travel,creative_10,tablet,iOS_15,JP,fr,app_13,Wed,evening,0
video,food,creative_16,smartphone,Android_13,JP,fr,app_7,Sat,morning,0
interstitial,finance,creative_4,tablet,Android_12,IN,zh,app_36,Thu,afternoon,0
interstitial,finance,creative_15,smartphone,iOS_15,BR,es,app_32,Mon,evening,1
banner,food,creative_18,tablet,iOS_16,BR,ja,app_29,Sat,morning,0
video,food,creative_3,smartphone,iOS_16,FR,zh,app_10,Mon,evening,0
banner,entertainment,creative_5,tablet,iOS_16,JP,en,app_48,Fri,night,0
interstitial,gaming,creative_14,smartphone,Android_12,JP,hi,app_4,Wed,night,0
banner,shopping,creative_14,smartphone,Android_11,JP,ja,app_46,Sun,morning,0
banner,travel,creative_12,smartphone,iOS_15,CN,es,app_23,Wed,night,0
interstitial,gaming,creative_6,smartphone,iOS_15,BR,pt,app_26,Wed,morning,0
video,travel,creative_5,tablet,Android_11,BR,de,app_13,Tue,morning,0
banner,finance,creative_4,tablet,Android_13,FR,es,app_35,Sat,afternoon,0
video,gaming,creative_18,tablet,Android_12,US,zh,app_43,Thu,evening,1
video,shopping,creative_8,smartphone,iOS_14,CN,de,app_28,Wed,night,0
interstitial,entertainment,creative_16,smartphone,iOS_16,FR,pt,app_29,Sat,afternoon,1
interstitial,travel,creative_6,smartphone,Android_12,JP,pt,app_38,Tue,evening,1
video,shopping,creative_4,tablet,Android_11,US,pt,app_38,Sun,evening,1
video,gaming,creative_6,smartphone,Android_12,FR,pt,app_39,Wed,evening,1
interstitial,shopping,creative_20,tablet,Android_11,IN,de,app_19,Wed,afternoon,0
video,travel,creative_10,smartphone,Android_13,IN,en,app_44,Fri,morning,0
banner,shopping,creative_12,tablet,iOS_16,CN,pt,app_31,Tue,evening,1
video,travel,creative_18,tablet,Android_12,BR,zh,app_41,Wed,evening,0
video,entertainment,creative_1,smartphone,Android_12,UK,es,app_21,Wed,afternoon,1
video,food,creative_8,smartphone,Android_11,CN,zh,app_37,Thu,evening,1
video,shopping,creative_12,smartphone,Android_13,DE,hi,app_18,Tue,evening,0
interstitial,entertainment,creative_11,smartphone,iOS_16,UK,zh,app_50,Sat,evening,1
banner,gaming,creative_13,smartphone,iOS_15,FR,en,app_50,Sun,night,0
interstitial,shopping,creative_12,smartphone,iOS_16,UK,de,app_33,Mon,morning,0
video,shopping,creative_8,smartphone,iOS_16,JP,pt,app_47,Wed,evening,1
banner,shopping,creative_6,smartphone,Android_11,FR,ja,app_10,Mon,morning,0
banner,gaming,creative_15,tablet,Android_13,CN,hi,app_14,Wed,evening,1
banner,shopping,creative_19,smartphone,Android_11,FR,zh,app_4,Sun,afternoon,0
interstitial,shopping,creative_11,smartphone,Android_11,JP,fr,app_45,Mon,afternoon,0
banner,travel,creative_3,smartphone,Android_13,BR,fr,app_26,Mon,evening,1
interstitial,food,creative_15,tablet,Android_12,JP,ja,app_41,Thu,afternoon,0
interstitial,shopping,creative_16,smartphone,iOS_15,JP,en,app_6,Wed,evening,0
video,food,creative_8,smartphone,Android_12,UK,en,app_32,Fri,night,1
video,finance,creative_4,tablet,iOS_16,CN,ja,app_35,Sun,night,1
interstitial,travel,creative_1,tablet,Android_12,CN,pt,app_21,Sun,afternoon,0
interstitial,entertainment,creative_13,tablet,iOS_14,UK,en,app_33,Thu,evening,1
interstitial,travel,creative_9,tablet,iOS_15,BR,fr,app_49,Sat,evening,0
banner,food,creative_4,smartphone,iOS_15,DE,fr,app_14,Sun,afternoon,0
video,finance,creative_13,tablet,Android_13,DE,zh,app_4,Mon,morning,1
interstitial,shopping,creative_5,tablet,iOS_16,DE,de,app_1,Sun,night,0
video,gaming,creative_18,smartphone,Android_12,US,fr,app_20,Thu,morning,0
video,shopping,creative_18,tablet,iOS_14,US,pt,app_21,Fri,evening,1
video,food,creative_9,smartphone,Android_13,IN,en,app_10,Fri,night,1
video,travel,creative_8,smartphone,Android_13,JP,hi,app_3,Wed,morning,0
interstitial,finance,creative_14,tablet,Android_11,BR,de,app_8,Mon,morning,0
interstitial,finance,creative_19,tablet,Android_13,UK,ja,app_12,Thu,afternoon,0
video,shopping,creative_8,tablet,Android_11,BR,ja,app_25,Sat,morning,0
banner,shopping,creative_3,tablet,iOS_14,FR,zh,app_44,Fri,afternoon,1
banner,shopping,creative_10,tablet,iOS_16,FR,pt,app_30,Sun,morning,0
video,shopping,creative_13,tablet,iOS_14,DE,es,app_33,Sat,afternoon,0
video,travel,creative_11,smartphone,Android_11,BR,zh,app_25,Fri,afternoon,1
banner,gaming,creative_15,smartphone,iOS_16,FR,ja,app_37,Wed,evening,1
banner,shopping,creative_15,tablet,Android_13,IN,pt,app_10,Sat,morning,0
interstitial,finance,creative_2,tablet,iOS_15,BR,de,app_41,Mon,night,0
banner,entertainment,creative_9,smartphone,iOS_16,BR,pt,app_22,Wed,night,1
video,food,creative_6,smartphone,Android_12,UK,hi,app_30,Fri,evening,1
video,gaming,creative_3,tablet,Android_11,US,fr,app_33,Fri,evening,1
banner,entertainment,creative_6,smartphone,Android_12,BR,ja,app_6,Sun,afternoon,0
video,shopping,creative_10,smartphone,Android_13,UK,de,app_21,Sat,morning,1
interstitial,finance,creative_16,tablet,iOS_14,IN,en,app_13,Mon,evening,1
video,food,creative_16,tablet,Android_13,US,zh,app_41,Wed,evening,0
banner,travel,creative_19,tablet,iOS_15,BR,fr,app_36,Wed,afternoon,0
interstitial,shopping,creative_7,tablet,iOS_14,BR,zh,app_45,Sun,morning,0
banner,finance,creative_10,tablet,iOS_16,DE,fr,app_29,Thu,night,0
video,entertainment,creative_7,tablet,Android_11,CN,ja,app_43,Mon,night,1
interstitial,travel,creative_8,smartphone,iOS_15,BR,fr,app_5,Wed,evening,0
video,finance,creative_20,smartphone,iOS_15,DE,ja,app_17,Sat,afternoon,1
banner,shopping,creative_13,tablet,Android_12,DE,en,app_48,Wed,night,0
interstitial,entertainment,creative_13,tablet,Android_12,IN,en,app_36,Sat,evening,0
video,gaming,creative_13,smartphone,iOS_14,DE,zh,app_31,Tue,night,1
banner,shopping,creative_20,smartphone,Android_13,US,ja,app_47,Sun,afternoon,0
video,entertainment,creative_18,tablet,Android_11,IN,en,app_27,Thu,evening,1
interstitial,finance,creative_6,smartphone,Android_12,CN,hi,app_33,Tue,afternoon,0
banner,gaming,creative_4,tablet,iOS_15,FR,es,app_19,Thu,afternoon,1
interstitial,entertainment,creative_3,tablet,iOS_15,UK,ja,app_25,Sun,evening,0
interstitial,food,creative_3,tablet,Android_11,FR,es,app_30,Mon,evening,1
banner,gaming,creative_12,tablet,Android_13,BR,de,app_17,Thu,evening,1
interstitial,shopping,creative_14,smartphone,Android_13,CN,hi,app_35,Tue,afternoon,0
banner,entertainment,creative_1,tablet,iOS_15,UK,ja,app_7,Sun,morning,0
interstitial,travel,creative_11,tablet,iOS_15,DE,hi,app_40,Mon,evening,1
video,food,creative_18,smartphone,iOS_15,DE,zh,app_2,Fri,night,1
banner,food,creative_18,smartphone,iOS_14,UK,ja,app_11,Tue,morning,0
video,food,creative_17,smartphone,iOS_16,BR,zh,app_43,Mon,afternoon,1
banner,finance,creative_7,tablet,iOS_16,CN,pt,app_25,Sat,evening,0
video,shopping,creative_10,tablet,Android_11,FR,fr,app_7,Sun,evening,0
banner,food,creative_4,tablet,iOS_16,BR,en,app_26,Sat,evening,1
interstitial,shopping,creative_10,smartphone,iOS_15,DE,pt,app_27,Sat,night,0
banner,gaming,creative_16,smartphone,Android_12,IN,ja,app_5,Fri,afternoon,0
banner,food,creative_3,smartphone,Android_13,DE,zh,app_34,Mon,night,1
interstitial,shopping,creative_19,tablet,Android_11,JP,fr,app_34,Sat,evening,1
interstitial,food,creative_20,tablet,iOS_16,BR,en,app_47,Fri,evening,0
interstitial,gaming,creative_9,tablet,Android_11,US,de,app_34,Sun,morning,0
banner,food,creative_7,smartphone,Android_12,BR,hi,app_40,Sat,afternoon,0
interstitial,travel,creative_10,tablet,iOS_16,CN,en,app_42,Sat,afternoon,0
banner,travel,creative_17,tablet,iOS_15,IN,zh,app_13,Thu,evening,0
banner,food,creative_10,tablet,iOS_14,FR,es,app_7,Wed,afternoon,0
interstitial,gaming,creative_19,tablet,Android_13,IN,fr,app_12,Thu,evening,1
banner,food,creative_17,tablet,Android_11,US,ja,app_32,Mon,morning,0
banner,entertainment,creative_12,smartphone,iOS_16,JP,fr,app_3,Mon,morning,0
banner,food,creative_10,smartphone,Android_11,UK,ja,app_12,Tue,morning,1
banner,gaming,creative_10,smartphone,iOS_14,DE,en,app_10,Sat,afternoon,0
video,food,creative_15,smartphone,Android_11,DE,hi,app_41,Thu,afternoon,1
banner,shopping,creative_15,smartphone,iOS_16,FR,pt,app_4,Wed,evening,0
video,gaming,creative_2,smartphone,Android_13,UK,fr,app_40,Sat,afternoon,1
banner,gaming,creative_1,tablet,Android_13,DE,ja,app_21,Mon,morning,1
interstitial,travel,creative_13,smartphone,iOS_16,US,en,app_39,Wed,evening,0
interstitial,food,creative_11,tablet,Android_12,UK,pt,app_33,Mon,afternoon,0
video,gaming,creative_16,smartphone,Android_12,BR,fr,app_40,Sun,morning,1
video,travel,creative_18,smartphone,Android_12,IN,zh,app_20,Tue,evening,0
banner,entertainment,creative_12,tablet,Android_12,BR,pt,app_45,Tue,evening,0
video,travel,creative_13,tablet,iOS_15,BR,en,app_43,Tue,night,0
interstitial,finance,creative_20,smartphone,Android_11,JP,fr,app_31,Mon,evening,1
video,entertainment,creative_17,smartphone,Android_13,UK,es,app_30,Wed,night,1
banner,entertainment,creative_12,smartphone,iOS_14,BR,pt,app_34,Mon,evening,1
banner,food,creative_14,smartphone,Android_13,JP,es,app_23,Tue,evening,1
interstitial,shopping,creative_3,tablet,Android_12,BR,de,app_12,Sun,evening,0
banner,travel,creative_18,smartphone,iOS_15,CN,es,app_40,Sat,morning,0
video,entertainment,creative_2,tablet,Android_11,JP,de,app_19,Thu,afternoon,0
video,gaming,creative_3,tablet,iOS_16,IN,ja,app_41,Sun,evening,1
video,finance,creative_7,tablet,Android_11,IN,ja,app_50,Fri,evening,0
banner,food,creative_12,tablet,iOS_16,FR,pt,app_50,Tue,afternoon,0
interstitial,finance,creative_13,tablet,iOS_14,BR,en,app_35,Thu,afternoon,0
video,food,creative_6,tablet,Android_11,JP,de,app_3,Sat,night,0
interstitial,gaming,creative_9,smartphone,iOS_16,DE,en,app_18,Sat,night,0
video,entertainment,creative_9,smartphone,iOS_16,BR,pt,app_32,Sun,afternoon,1
banner,gaming,creative_19,smartphone,iOS_16,IN,fr,app_39,Mon,night,1
interstitial,shopping,creative_13,smartphone,iOS_16,JP,de,app_45,Mon,night,0
video,entertainment,creative_7,tablet,Android_11,BR,pt,app_15,Fri,afternoon,1
interstitial,travel,creative_7,smartphone,Android_13,JP,en,app_20,Sun,night,1
interstitial,finance,creative_5,tablet,iOS_15,BR,fr,app_30,Thu,evening,0
interstitial,shopping,creative_20,smartphone,Android_12,CN,ja,app_27,Tue,afternoon,0
video,food,creative_9,tablet,iOS_16,UK,pt,app_1,Fri,night,1
video,travel,creative_1,smartphone,iOS_16,UK,zh,app_26,Thu,afternoon,1
banner,food,creative_16,smartphone,iOS_15,CN,es,app_25,Sun,morning,0
interstitial,travel,creative_3,tablet,Android_11,IN,en,app_17,Tue,night,0
banner,shopping,creative_12,smartphone,Android_11,US,fr,app_21,Sun,morning,0
video,shopping,creative_10,smartphone,Android_12,IN,es,app_35,Mon,morning,0
video,entertainment,creative_14,tablet,iOS_16,DE,pt,app_7,Tue,afternoon,0
banner,travel,creative_15,smartphone,Android_11,CN,ja,app_30,Sat,morning,0
banner,gaming,creative_11,smartphone,Android_12,JP,pt,app_18,Mon,morning,1
video,gaming,creative_13,smartphone,Android_13,DE,fr,app_4,Wed,night,1
banner,food,creative_13,tablet,Android_12,CN,de,app_40,Sat,morning,0
banner,food,creative_11,tablet,Android_11,US,zh,app_31,Thu,afternoon,1
interstitial,food,creative_15,tablet,Android_12,US,fr,app_36,Tue,night,0
banner,food,creative_2,smartphone,iOS_16,DE,pt,app_21,Sun,evening,1
banner,shopping,creative_9,smartphone,Android_11,BR,pt,app_20,Fri,afternoon,0
video,travel,creative_16,tablet,iOS_16,CN,de,app_2,Tue,night,0
video,gaming,creative_14,tablet,Android_12,UK,hi,app_19,Wed,night,1
video,entertainment,creative_8,tablet,iOS_16,BR,ja,app_3,Wed,evening,1
video,entertainment,creative_1,smartphone,iOS_15,US,en,app_38,Mon,night,1
video,travel,creative_16,tablet,Android_13,BR,zh,app_28,Mon,evening,0
banner,shopping,creative_6,smartphone,iOS_16,JP,es,app_32,Thu,morning,0
video,travel,creative_7,tablet,Android_12,UK,pt,app_37,Thu,afternoon,0
video,gaming,creative_9,tablet,Android_13,FR,es,app_31,Sat,morning,0
video,finance,creative_1,tablet,Android_13,FR,fr,app_40,Fri,morning,1
interstitial,entertainment,creative_16,smartphone,Android_11,US,de,app_21,Wed,afternoon,0
interstitial,shopping,creative_3,smartphone,iOS_14,DE,en,app_1,Tue,evening,1
banner,finance,creative_9,tablet,Android_12,BR,ja,app_2,Mon,morning,0
interstitial,finance,creative_3,tablet,Android_11,JP,de,app_12,Fri,night,0
interstitial,entertainment,creative_10,tablet,iOS_16,JP,es,app_22,Tue,evening,0
video,travel,creative_17,smartphone,iOS_14,DE,zh,app_15,Mon,afternoon,1
banner,entertainment,creative_18,smartphone,Android_11,FR,es,app_16,Sat,afternoon,0
video,travel,creative_18,smartphone,iOS_14,JP,ja,app_32,Mon,morning,0
interstitial,entertainment,creative_13,tablet,iOS_16,JP,zh,app_42,Sun,night,1
banner,gaming,creative_18,smartphone,Android_13,FR,de,app_24,Sat,evening,1
video,food,creative_12,tablet,iOS_15,UK,zh,app_22,Sat,afternoon,0
interstitial,entertainment,creative_17,smartphone,Android_12,US,en,app_36,Thu,afternoon,0
banner,finance,creative_6,smartphone,Android_12,CN,pt,app_29,Tue,evening,0
banner,gaming,creative_18,smartphone,iOS_14,IN,es,app_3,Mon,morning,0
banner,finance,creative_13,tablet,iOS_14,DE,en,app_45,Thu,night,1
video,travel,creative_5,tablet,Android_13,UK,zh,app_38,Tue,night,0
banner,gaming,creative_15,smartphone,iOS_15,JP,en,app_34,Sun,night,0
interstitial,food,creative_12,smartphone,Android_12,BR,pt,app_2,Thu,afternoon,0
interstitial,finance,creative_17,smartphone,Android_11,IN,ja,app_10,Tue,night,0
video,food,creative_3,smartphone,Android_13,CN,hi,app_14,Tue,evening,1
banner,travel,creative_18,tablet,Android_11,JP,es,app_9,Thu,night,0
video,food,creative_4,tablet,Android_11,UK,es,app_2,Tue,evening,1
banner,gaming,creative_3,tablet,Android_11,UK,hi,app_39,Thu,morning,0
interstitial,finance,creative_9,tablet,Android_11,DE,ja,app_28,Fri,evening,1
